Date,Open,High,Low,Close,Adj Close,Volume
2022-05-15,0.089785,0.092843,0.086876,0.092843,0.092843,651900826
2022-05-16,0.092867,0.093061,0.086428,0.087841,0.087841,606521740
2022-05-17,0.087836,0.091112,0.087484,0.090213,0.090213,560800173
2022-05-18,0.090221,0.090797,0.083649,0.083649,0.083649,558257804
2022-05-19,0.083635,0.087124,0.082087,0.086723,0.086723,613801947
2022-05-20,0.086719,0.087750,0.082859,0.083977,0.083977,518556378
2022-05-21,0.083972,0.085110,0.082932,0.084463,0.084463,335246011
2022-05-22,0.084448,0.086480,0.084058,0.086105,0.086105,375026021
2022-05-23,0.086084,0.088110,0.082858,0.083253,0.083253,507385171
2022-05-24,0.083267,0.084317,0.080811,0.083637,0.083637,462415724
2022-05-25,0.083628,0.084338,0.082319,0.082985,0.082985,419834752
2022-05-26,0.082994,0.083600,0.076065,0.078252,0.078252,711890873
2022-05-27,0.078211,0.085384,0.076582,0.081335,0.081335,1310057650
2022-05-28,0.082248,0.083048,0.081151,0.081839,0.081839,535539620
2022-05-29,0.081838,0.083034,0.080299,0.082686,0.082686,394962471
2022-05-30,0.082684,0.088275,0.082269,0.087871,0.087871,690696756
2022-05-31,0.087865,0.088230,0.083612,0.085865,0.085865,672444588
2022-06-01,0.085855,0.088647,0.079807,0.081056,0.081056,830748610
2022-06-02,0.081052,0.083007,0.080417,0.082772,0.082772,434510607
2022-06-03,0.082777,0.082857,0.079756,0.080442,0.080442,403339248
2022-06-04,0.080454,0.082337,0.079727,0.081777,0.081777,350329772
2022-06-05,0.081776,0.082138,0.080836,0.081229,0.081229,282624184
2022-06-06,0.081225,0.084559,0.081126,0.082530,0.082530,503707292
2022-06-07,0.082530,0.082530,0.078332,0.080513,0.080513,509642725
2022-06-08,0.080492,0.081420,0.079156,0.079439,0.079439,328046389
2022-06-09,0.079436,0.080898,0.079082,0.079336,0.079336,274673852
2022-06-10,0.079335,0.079521,0.074804,0.075454,0.075454,431520761
2022-06-11,0.075472,0.076399,0.068596,0.069895,0.069895,497184012
2022-06-12,0.069919,0.070345,0.063861,0.064336,0.064336,708156957
2022-06-13,0.064275,0.065702,0.053002,0.053921,0.053921,1465281537
2022-06-14,0.053941,0.058154,0.050267,0.055592,0.055592,908921329
2022-06-15,0.055577,0.063472,0.050670,0.063000,0.063000,1122284662
2022-06-16,0.062977,0.062977,0.054508,0.055029,0.055029,724479688
2022-06-17,0.055047,0.057911,0.054898,0.056995,0.056995,383830484
2022-06-18,0.056979,0.057755,0.049720,0.053012,0.053012,652345943
2022-06-19,0.053007,0.062472,0.051308,0.060396,0.060396,1166163984
2022-06-20,0.060399,0.061157,0.057707,0.060177,0.060177,499018791
2022-06-21,0.060175,0.069324,0.059315,0.065571,0.065571,1051899538
2022-06-22,0.065606,0.065751,0.061389,0.061711,0.061711,633619298
2022-06-23,0.061703,0.064615,0.061703,0.064032,0.064032,434169751
2022-06-24,0.064019,0.068162,0.064004,0.067124,0.067124,514729444
2022-06-25,0.067110,0.069112,0.065384,0.068503,0.068503,432671864
2022-06-26,0.068488,0.076966,0.067504,0.073177,0.073177,883689355
2022-06-27,0.073154,0.078389,0.071018,0.072239,0.072239,962250061
2022-06-28,0.072221,0.072951,0.065723,0.065957,0.065957,534793983
2022-06-29,0.065996,0.071335,0.064635,0.069468,0.069468,592828738
2022-06-30,0.069481,0.069513,0.062746,0.066086,0.066086,566648029
2022-07-01,0.066208,0.067862,0.064224,0.066175,0.066175,472441458
2022-07-02,0.066205,0.067692,0.065933,0.066698,0.066698,352589827
2022-07-03,0.066698,0.067356,0.065111,0.067179,0.067179,280878240
2022-07-04,0.067174,0.069605,0.065927,0.069472,0.069472,379581122
2022-07-05,0.069431,0.069841,0.065697,0.067155,0.067155,403220687
2022-07-06,0.067172,0.069058,0.066448,0.068583,0.068583,398926503
2022-07-07,0.068579,0.071124,0.068053,0.070621,0.070621,402591742
2022-07-08,0.070618,0.073009,0.068541,0.069257,0.069257,444369733
2022-07-09,0.069224,0.070009,0.068995,0.069512,0.069512,254272147
2022-07-10,0.069509,0.069509,0.066533,0.067263,0.067263,299810124
2022-07-11,0.067268,0.067268,0.061535,0.061847,0.061847,326125900
2022-07-12,0.061851,0.062861,0.060087,0.060087,0.060087,298462083
2022-07-13,0.060085,0.062011,0.058398,0.061953,0.061953,446505400
2022-07-14,0.061933,0.062632,0.059741,0.062394,0.062394,348090510
2022-07-15,0.062400,0.064259,0.061747,0.063042,0.063042,374357844
2022-07-16,0.063037,0.064725,0.061870,0.064280,0.064280,279644299
2022-07-17,0.064288,0.065394,0.063101,0.063107,0.063107,249697026
2022-07-18,0.063114,0.068674,0.063114,0.067715,0.067715,564795959
2022-07-19,0.067690,0.069900,0.065752,0.069013,0.069013,552211168
2022-07-20,0.069015,0.076574,0.067928,0.070120,0.070120,1019375521
2022-07-21,0.070124,0.070732,0.067237,0.069960,0.069960,492434239
2022-07-22,0.069970,0.071270,0.067003,0.067563,0.067563,479456105
2022-07-23,0.067531,0.069332,0.066277,0.068124,0.068124,427922351
2022-07-24,0.068116,0.068854,0.067589,0.067724,0.067724,369141492
2022-07-25,0.067716,0.067880,0.062306,0.062306,0.062306,448572441
2022-07-26,0.062319,0.062512,0.060425,0.062512,0.062512,416488015
2022-07-27,0.062514,0.067021,0.061886,0.067021,0.067021,499204589
2022-07-28,0.067031,0.070577,0.065591,0.069108,0.069108,650983024
2022-07-29,0.069104,0.072004,0.067549,0.068909,0.068909,696887711
2022-07-30,0.068905,0.073910,0.068186,0.069644,0.069644,760571682
2022-07-31,0.069642,0.072028,0.068054,0.068272,0.068272,521194035
2022-08-01,0.068266,0.070721,0.067187,0.068725,0.068725,444088167
2022-08-02,0.068708,0.068896,0.065809,0.066694,0.066694,336642237
2022-08-03,0.066692,0.068320,0.065516,0.066195,0.066195,286819387
2022-08-04,0.066197,0.067502,0.066007,0.067357,0.067357,256457805
2022-08-05,0.067333,0.070117,0.067256,0.069765,0.069765,336216727
2022-08-06,0.069766,0.070999,0.068586,0.068674,0.068674,277979112
2022-08-07,0.068669,0.069899,0.067747,0.068940,0.068940,204862521
2022-08-08,0.068946,0.072058,0.068923,0.070055,0.070055,399183407
2022-08-09,0.070061,0.073886,0.068462,0.069125,0.069125,611327142
2022-08-10,0.069119,0.071309,0.067389,0.071195,0.071195,431172729
2022-08-11,0.071205,0.074646,0.070727,0.070930,0.070930,563908591
2022-08-12,0.070931,0.072480,0.070027,0.072345,0.072345,320410367
2022-08-13,0.072344,0.074860,0.071951,0.072840,0.072840,446287445
2022-08-14,0.072856,0.084013,0.072754,0.081687,0.081687,1530403447
2022-08-15,0.081698,0.081820,0.075151,0.076720,0.076720,855017472
2022-08-16,0.076695,0.088639,0.076394,0.086964,0.086964,1947377918
2022-08-17,0.086933,0.088113,0.079927,0.080154,0.080154,996272861
2022-08-18,0.080174,0.082087,0.074989,0.075079,0.075079,621394159
2022-08-19,0.075045,0.075183,0.067536,0.067939,0.067939,965543533
2022-08-20,0.067897,0.070961,0.067897,0.069540,0.069540,537299425
2022-08-21,0.069529,0.070646,0.067847,0.069448,0.069448,421455865
2022-08-22,0.069441,0.069489,0.065606,0.068391,0.068391,453413439
2022-08-23,0.068395,0.069169,0.067213,0.068770,0.068770,335476543
2022-08-24,0.068771,0.069415,0.067298,0.067990,0.067990,345474347
2022-08-25,0.067991,0.071579,0.067957,0.069094,0.069094,469798193
2022-08-26,0.069082,0.069296,0.063254,0.063572,0.063572,620512451
2022-08-27,0.063571,0.064065,0.062607,0.063587,0.063587,380887727
2022-08-28,0.063558,0.064268,0.061786,0.061786,0.061786,295086067
2022-08-29,0.061753,0.063982,0.061246,0.063887,0.063887,315005254
2022-08-30,0.063899,0.064408,0.060550,0.061525,0.061525,328934727
2022-08-31,0.061534,0.063333,0.061058,0.061330,0.061330,309748693
2022-09-01,0.061336,0.062479,0.060194,0.062372,0.062372,328765413
2022-09-02,0.062372,0.062712,0.060947,0.061635,0.061635,273453013
2022-09-03,0.061629,0.063601,0.061344,0.062694,0.062694,297123402
2022-09-04,0.062697,0.063714,0.062066,0.063226,0.063226,250044436
2022-09-05,0.063230,0.063640,0.061297,0.062738,0.062738,231918999
2022-09-06,0.062750,0.064642,0.058652,0.058983,0.058983,471485708
2022-09-07,0.058964,0.061450,0.057944,0.061104,0.061104,324781387
2022-09-08,0.061089,0.061293,0.059923,0.060977,0.060977,268099702
2022-09-09,0.060974,0.064622,0.060934,0.064018,0.064018,487988732
2022-09-10,0.064009,0.065241,0.063404,0.064776,0.064776,413101249
2022-09-11,0.064771,0.065187,0.063010,0.063714,0.063714,327741964
2022-09-12,0.063715,0.065194,0.062878,0.063905,0.063905,383630739
2022-09-13,0.063903,0.063981,0.059524,0.060129,0.060129,461644993
2022-09-14,0.059717,0.061425,0.059542,0.061173,0.061173,369554274
2022-09-15,0.061168,0.061211,0.058785,0.058791,0.058791,327176374
2022-09-16,0.058792,0.060423,0.058453,0.060423,0.060423,247011315
2022-09-17,0.060430,0.062315,0.060330,0.062210,0.062210,209604119
2022-09-18,0.062210,0.062210,0.057238,0.057520,0.057520,265405124
2022-09-19,0.057519,0.058744,0.056180,0.058612,0.058612,301268389
2022-09-20,0.058612,0.060262,0.057738,0.058417,0.058417,294929293
2022-09-21,0.058423,0.060478,0.056378,0.057404,0.057404,406017754
2022-09-22,0.057386,0.059838,0.056945,0.059599,0.059599,241738855
2022-09-23,0.059593,0.064032,0.059565,0.063336,0.063336,704823247
2022-09-24,0.063333,0.067973,0.063029,0.063234,0.063234,969527521
2022-09-25,0.063223,0.063679,0.060457,0.061152,0.061152,367453955
2022-09-26,0.061167,0.061797,0.060051,0.061089,0.061089,323710024
2022-09-27,0.061084,0.062931,0.059927,0.060609,0.060609,337427597
